Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
0.940288509,0.079345703125,-1.96768188476562,0.980026245117188,-2.95997619628906,8.99578857421875,2.47264099121094
0.945101659,0.0261993408203125,-1.83023071289062,0.873733520507812,-3.26387023925781,8.98382568359375,2.3817138671875
0.949919087,-0.0220489501953125,-1.71415710449219,0.741790771484375,-3.4959716796875,8.96707153320312,2.28839111328125
0.954741138,-0.0635833740234375,-1.60420227050781,0.594573974609375,-3.50076293945312,8.99818420410156,2.21421813964844
0.959559866,-0.0923004150390625,-1.48202514648438,0.449172973632812,-3.41700744628906,9.08432006835938,2.18310546875
0.964377901,-0.108779907226562,-1.34825134277344,0.318450927734375,-3.25907897949219,9.16567993164062,2.16395568847656
0.969191056,-0.114898681640625,-1.20225524902344,0.2115478515625,-3.09637451171875,9.23028564453125,2.16157531738281
0.97400304,-0.111221313476562,-1.04830932617188,0.127853393554688,-3.07722473144531,9.23028564453125,2.147216796875
0.978810915,-0.0984039306640625,-0.904754638671875,0.063720703125,-3.02458190917969,9.12739562988281,2.08261108398438
0.983627187,-0.0770263671875,-0.768524169921875,0.0209503173828125,-2.81640625,9.017333984375,2.13525390625
0.988422601,-0.051971435546875,-0.629867553710938,0.0032501220703125,-2.63694763183594,8.97904968261719,2.4534912109375
0.993215892,-0.041595458984375,-0.50341796875,0.00262451171875,-2.66806030273438,8.93836975097656,2.84591674804688
0.998010017,-0.048919677734375,-0.395294189453125,0.00262451171875,-2.73745727539062,8.97665405273438,3.15937805175781
1.002794873,-0.0678558349609375,-0.304275512695312,-0.00531005859375,-3.0030517578125,9.09390258789062,3.15458679199219
1.007605664,-0.080078125,-0.251739501953125,-0.0395050048828125,-3.35000610351562,9.3236083984375,2.97991943359375
1.012391282,-0.0849609375,-0.222412109375,-0.0859375,-2.76376342773438,9.25421142578125,3.22877502441406
1.017201376,-0.08984375,-0.13995361328125,-0.114654541015625,-2.63217163085938,9.19679260253906,3.11390686035156
1.021983675,-0.076416015625,-0.036712646484375,-0.140304565429688,-2.66087341308594,9.08193969726562,2.80046081542969
1.026853273,-0.037933349609375,0.050628662109375,-0.163528442382812,-2.78291320800781,8.99818420410156,2.53245544433594
1.031656549,0.0200958251953125,0.0988922119140625,-0.186737060546875,-2.91212463378906,8.93597412109375,2.33384704589844
1.036478313,0.0921783447265625,0.112945556640625,-0.201385498046875,-3.05809020996094,8.91921997070312,2.32188415527344
1.041282038,0.164260864257812,0.101333618164062,-0.208724975585938,-3.25907897949219,8.86897277832031,2.3936767578125
1.046094794,0.229019165039062,0.0628509521484375,-0.209335327148438,-3.39787292480469,8.85221862792969,2.40803527832031
1.050902933,0.28948974609375,-0.00555419921875,-0.197113037109375,-3.46487426757812,8.80197143554688,2.42239379882812
1.055711877,0.340805053710938,-0.0904541015625,-0.170242309570312,-3.48640441894531,8.72061157226562,2.50613403320312
1.06065558,0.381118774414062,-0.181488037109375,-0.131759643554688,-3.50076293945312,8.65840148925781,2.68081665039062
1.065479462,0.405548095703125,-0.268218994140625,-0.0841064453125,-3.53665161132812,8.63926696777344,2.81959533691406
1.070370601,0.420211791992188,-0.342147827148438,-0.0370635986328125,-3.62757873535156,8.679931640625,2.75978088378906
1.075181035,0.440383911132812,-0.399566650390625,0.00750732421875,-3.51751708984375,8.65840148925781,2.56834411621094
1.080017764,0.475189208984375,-0.428878784179688,0.0557708740234375,-3.20643615722656,8.68711853027344,2.46067810058594
1.084810541,0.518569946289062,-0.413619995117188,0.116256713867188,-2.87144470214844,8.79957580566406,2.48220825195312
1.08962544,0.567428588867188,-0.340927124023438,0.185897827148438,-2.74462890625,8.99578857421875,2.57553100585938
1.094440078,0.614471435546875,-0.233413696289062,0.254928588867188,-2.75419616699219,9.20396423339844,2.65449523925781
1.099261075,0.660293579101562,-0.118560791015625,0.309280395507812,-2.95997619628906,9.34275817871094,2.628173828125
1.104098235,0.70794677734375,-0.01409912109375,0.342880249023438,-3.19209289550781,9.36907958984375,2.57553100585938
